house_id,houseguid,exploitation_start_year,living_quarters_count,address,lat,lon,mun_obr,total_ppl,house_ppf,theoretical_non_vacant_flats,vacant_flats_count,vacant_flats_share
7676713,7f52adbc-d040-4d7d-830d-7fdf3d80ef54,1985.0,128.0,"г. Москва, ул. 26-ти Бакинских Комиссаров, д. 12, к. 6",55.66270005,37.488918452109814,район Тропарёво-Никулино,316.0,4.17320136430554,75.72124429528584,52.0,0.40625
7676918,6b72bd33-3aec-4379-9d3f-5e5c3084d155,1984.0,240.0,"г. Москва, ул. 26-ти Бакинских Комиссаров, д. 14",55.661448,37.48724410750509,район Тропарёво-Никулино,561.0,3.148910017736057,178.15688503012132,62.0,0.25833333333333336
7564360,3017426d-e408-435c-9c03-72cf42504a27,1957.0,48.0,"г. Москва, пр-кт. 40 лет Октября, д. 3",55.6835125,37.7446791,район Люблино,171.0,3.5353401102051216,48.36875510403963,-0.0,-0.0
7564345,4fab40d8-bd79-4972-9d64-6deb638ff804,1975.0,108.0,"г. Москва, пр-кт. 40 лет Октября, д. 4, к. 1",55.6831638,37.744186495762364,район Люблино,290.0,3.2711573437457475,88.65363830769628,19.0,0.17592592592592593
7566341,214d5172-e235-400a-a21b-a60bb44d2ec1,1956.0,110.0,"г. Москва, пр-кт. 40 лет Октября, д. 13",55.6790835,37.746609919687614,район Люблино,344.0,4.098494666402424,83.93325549986777,26.0,0.23636363636363636
7566308,58cf48d1-eb92-409e-98ba-54d616f4b84e,1977.0,108.0,"г. Москва, пр-кт. 40 лет Октября, д. 19",55.67681515,37.746414558829954,район Люблино,209.0,2.831553288976141,73.81107776204776,34.0,0.3148148148148148
7566328,fd2eb682-c0e3-4afa-b099-fb3b6cd1e6a4,1975.0,128.0,"г. Москва, пр-кт. 40 лет Октября, д. 22",55.67545185,37.74540306885946,район Люблино,388.0,3.2677979759871993,118.73439020745629,9.0,0.0703125
7566313,81ba7160-685e-4b0e-b376-866d99c46187,1995.0,67.0,"г. Москва, пр-кт. 40 лет Октября, д. 23, к. 1",55.67554115,37.74654584601449,район Люблино,160.0,3.0193435875648573,52.99165045639679,14.0,0.208955223880597
7566317,d895acd1-6ca4-4b8e-9d01-27485ce832fe,1983.0,110.0,"г. Москва, пр-кт. 40 лет Октября, д. 40",55.67174585,37.746206383085074,район Люблино,389.0,4.0800568936326895,95.34180775936504,15.0,0.13636363636363635
7823251,ffbba2cc-7075-4b29-b2db-a0aff96407f1,1973.0,84.0,"г. Москва, ул. 50 лет Октября, д. 1",55.6601423,37.4101067,район Солнцево,172.0,3.378886646034308,50.90434158300958,33.0,0.39285714285714285
7823252,5ee136ca-b2c0-4cee-bd88-78a60cff8899,1973.0,80.0,"г. Москва, ул. 50 лет Октября, д. 1, к. 1",55.647369999999995,37.415121603865245,район Солнцево,181.0,2.5903972750178133,69.87345213245537,10.0,0.125
7950388,1f7ca45b-1f8c-40e4-b3f5-2d661e658cf7,1970.0,230.0,"г. Москва, ул. 50 лет Октября, д. 2, к. 2",55.65379865,37.41676582544585,район Солнцево,433.0,1.957702975744023,221.17757666248568,9.0,0.0391304347826087
7823304,b2a8bcd7-c034-439c-93f3-a3c631b80625,1969.0,144.0,"г. Москва, ул. 50 лет Октября, д. 2, к. 3",55.6530532,37.41654615,район Солнцево,115.0,3.294744279677678,34.904074561820124,109.0,0.7569444444444444
7823324,875610cf-1dbb-4fac-afb2-b3d991235c6e,1970.0,143.0,"г. Москва, ул. 50 лет Октября, д. 3",55.64895075,37.4141855,район Солнцево,396.0,3.528582973453753,112.2263534623356,31.0,0.21678321678321677
7823337,3a738780-ab83-4d83-b996-40eb2d4c999d,1969.0,141.0,"г. Москва, ул. 50 лет Октября, д. 5",55.649992499999996,37.413552800000005,район Солнцево,418.0,3.537860782220092,118.15049424802268,23.0,0.16312056737588654
